family,query,layer,result_type,rank,site_or_seller,title_or_offer,price_gbp,delivery_observed,product_url_or_check_url,evidence_file,observed_utc
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,1,eBay - aurorabazaar,Tx850 High-performance Metal Detector – Lcd Display & Underground,139.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,2,u-buy.co.uk,"TX850 Metal Detector for Adults Professional Deep High Frequency 19.23kHz Gold Detectors 11"" Waterproof Double-D Coil, LCD Display, Pinpoint Mode",201.4,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,3,Alibaba.com,Détecteur de métaux professionnel TIANXUN TX-850 Pour enfants et adultes,81.39,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,4,eBay,Professional High Precision Metal Detector Underground Metal Detector TX-850 Accurate Location Gold Digger Treasure Hunter Depth 2.5m Detector,129.19,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,5,u-buy.co.uk,TX-850 PRO Metal Detector for Adults Professional High Frequency 19.23kHz Gold Detector,180.5,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,6,eBay - homefromhomd,Deep Scan TX850 Metal Detector 11 Inch Coil Treasure Finder,152.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,7,OnBuy.com,"Tianxun TX850L Underground Gold Metal Detector with Carry Bag, Headphone, and Cover - 2024 Model for Prospecting and Treasure Hunting",561.47,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,8,u-buy.co.uk,"TX-850 PRO Metal Detector for Adults Professional High Frequency 19.23kHz Gold Detector with Manual & Auto Ground Balance, 13"" Waterproof Double-D",180.5,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,9,eBay - sarahprincess24,Tx-850 Metal Detector Underground Professional Depth 2.5m Scanner,143.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,10,Alibaba.com,"Vente en gros Détecteur de métaux professionnel souterrain Tianxun TX-850 Détecteurs de métaux industriels or argent,1 Morceau",96.18,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,11,u-buy.co.uk,"Metal Detector, TX-850 Metal Detector 2.5m Underground Depth Scanner Searchfinder Gold Detector Treasure Hunter",215.65,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Shopping,google_shopping_serp,12,eBay - mailove66,Tx-850 Underground Metal Detector High Precision Treasure Hunting,196.88,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-tx850.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,1,Sports Direct UK,Wooden Chess And Draughts Set,6.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,2,Amazon.co.uk - Amazon.co.uk-Seller,Jaques of London Wooden Chess Set,29.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,3,officialstaunton.com,"15.75"" Mahogany Board",99.95,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,4,Amazon.co.uk - Amazon.co.uk-Seller,"15 Inch Wooden Chess Set, Folding Chess Board with Staunton Pieces and 2 Extra Queens, Classic Strategy Board Game for Family Game Nights",29.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,5,ryman.co.uk,Professor Puzzle Wooden Chess,8.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,6,John Lewis,John Lewis Folding Wooden Chess Set,35,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,7,Amazon.co.uk - Amazon.co.uk-Seller,Folding 15 Magnetic Wooden Chess Set with 2 Extra Queens,29.8,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,8,Jaques of London,Jaques of London Wooden Chess Set 15 Inch Folding Chess Board with Standard Pieces,42.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,9,Robert Dyas,Competition Staunton Walnut Chess Set,172.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,10,Amazon.co.uk - Amazon.co.uk-Seller,Elegant 32-Piece Wooden Chess Set,6.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,11,Newitts.com,"Staunton 3"" Wooden Chess Set and Board,Newitts",39.95,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Shopping,google_shopping_serp,12,Big Game Hunters,Big Game Hunters Wooden Chess Set with Travel Bag,14.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-wooden-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,1,Amazon.co.uk - Amazon.co.uk-Seller,"15"" Folding Chess Set with 3"" King Staunton Pieces & Extra Queens",33.83,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,2,Jaques of London,Jaques of London Wooden Chess Set 15 Inch Folding Chess Board with Standard Pieces,42.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,3,officialstaunton.com,Economy 12Inch Folding Magnetic WalnutStyle Chess Set,39.95,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,4,Howleys Toys,Toyrific Folding Chess Board,14.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,5,Next,Churchill Games Small Black and White Foldable Chess Set,50,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,6,John Lewis,John Lewis Folding Wooden Chess Set,35,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,7,Amazon.co.uk - Amazon.co.uk-Seller,Magnetic Chess Set – Folding Wooden Chess Board with Storage – Portable Chess,28.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,8,Regency Chess UK,The Emerald Black and Walnut Folding Chess Set,163.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,9,Chess and Bridge,Consul Folding Wooden Chess Set - Blue,59.95,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,10,Hoyle's of Oxford,Folding magnetic travel chess set,44.95,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,11,Tesco,SPORTNOW 15 Inch Chess Set,15.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
échecs,folding chess set,Shopping,google_shopping_serp,12,Amazon.co.uk - Amazon.co.uk-Seller,Global Gizmos Foldable Wooden Chess Set,17.99,Voir résultat Shopping brut; non normalisé,,uk-20260907-deep-shopping-folding-chess-set.json,2026-09-07
montres,wooden watch box,Organic,organic,3,www.trendhim.co.uk,Wooden Watch Boxes | Shop at Trendhim,,Voir page directe / rapport,https://www.trendhim.co.uk/filters/wooden-watch-boxes?srsltid=AfmBOoqW6WA_8FP7VJQ-ZvWN_lrB9kbRIUMvsvPNWGLYvlZUUFf9SCTQ,uk-20260907-deep-organic-six.json,2026-09-07
montres,wooden watch box,Organic,organic,6,songmicshome.co.uk,Watch Box,,Voir page directe / rapport,https://songmicshome.co.uk/collections/watch-boxes?srsltid=AfmBOop-1ExkzKl8BRQmYJoa8Xr8sIQoIJo1TzwPcpIXSjMGnEcdGrx9,uk-20260907-deep-organic-six.json,2026-09-07
montres,wooden watch box,Organic,organic,10,aevitas-uk.co.uk,Watch Box: Stylish Presentation Boxes for Your Timepieces,,Voir page directe / rapport,https://aevitas-uk.co.uk/collections/watch-boxes?srsltid=AfmBOoovU-Uve7DqRFbl9I7mEaGCyBmKe9DXT1Q6BROEoNeuFpSTNSjc,uk-20260907-deep-organic-six.json,2026-09-07
montres,wooden watch box,Organic,organic,35,aevitas-uk.co.uk,Premium Wooden Watch Boxes | Luxury Storage for Your ...,,Voir page directe / rapport,https://aevitas-uk.co.uk/collections/wooden-watch-boxes?srsltid=AfmBOooO8RmOzG2mAO4ETMNEUCu9qdQG_5d583Af3_jsnb58ILSuuGZ7,uk-20260907-deep-organic-six.json,2026-09-07
montres,wooden watch box,Organic,organic,37,www.jqueenwatchwinders.co.uk,Watch Box - JQUEEN watch winder,,Voir page directe / rapport,https://www.jqueenwatchwinders.co.uk/watch-boxes.html?srsltid=AfmBOop-yfrADtXRnLUYjO7PIMDjZ-YMYHZn3dbRZNBXyX7Yk3H1FjRo,uk-20260907-deep-organic-six.json,2026-09-07
montres,double watch winder,Organic,organic,2,rapportlondon.com,Double Watch Winders | Duo & 2- ...,,Voir page directe / rapport,https://rapportlondon.com/collections/double-watch-winders?srsltid=AfmBOopaK2nHgpx8usFyUIbFuECcoqBwTOadS7R0NeOR7d97pByYuOzO,uk-20260907-deep-organic-double-watch-winder.json,2026-09-07
montres,double watch winder,Organic,organic,10,aevitas-uk.co.uk,Premium 2 Watch Winders for Luxury Brands,,Voir page directe / rapport,https://aevitas-uk.co.uk/collections/double-watch-winders?srsltid=AfmBOooZ6XE0KwOA18XM_gFJlqHE-wZ86pPPHVchtwcdQwF7YUl7wiuL,uk-20260907-deep-organic-double-watch-winder.json,2026-09-07
montres,double watch winder,Organic,organic,11,www.mozsly.com,Double Watch Winders for Automatic Watches 丨MOZSLY,,Voir page directe / rapport,https://www.mozsly.com/collections/double-watch-winder?srsltid=AfmBOorJr2T0k6ivuE5yXqYYauvtxevKX5aPHHoyKbGsPGDvIZc4e2m-,uk-20260907-deep-organic-double-watch-winder.json,2026-09-07
montres,double watch winder,Organic,organic,12,www.jqueenwatchwinders.co.uk,"Double Watch Winder, Double Watch Winder Automatic UK",,Voir page directe / rapport,https://www.jqueenwatchwinders.co.uk/double-watch-winders.html?srsltid=AfmBOorMJ7If7BMRmyndTaPsD_KhqkwYv_KRbcUnnqp_JpNidAU9baQT,uk-20260907-deep-organic-double-watch-winder.json,2026-09-07
TX850/détecteurs,metal detector for beginners,Organic,organic,3,crawfordsmd.com,Beginners Metal Detectors | Crawfords MD,,Voir page directe / rapport,https://crawfordsmd.com/metal-detectors/beginners-childrens-detectors?srsltid=AfmBOorLFh33wF6bC1p2zqaZb9dsSvhI8-U1gqNeS6-E-0nVVud-19sR,uk-20260907-deep-organic-metal-detector-beginners.json,2026-09-07
TX850/détecteurs,metal detector for beginners,Organic,organic,4,www.duchymetaldetectors.co.uk,Metal Detectors for Beginners | Minelab Vanquish 340/440/ ...,,Voir page directe / rapport,https://www.duchymetaldetectors.co.uk/metal-detectors/beginners-metal-detectors.html,uk-20260907-deep-organic-metal-detector-beginners.json,2026-09-07
TX850/détecteurs,metal detector for beginners,Organic,organic,6,uk-metal-detectors.co.uk,Metal Detector UK | Buy Beginner to Pro Machines Online,,Voir page directe / rapport,https://uk-metal-detectors.co.uk/,uk-20260907-deep-organic-metal-detector-beginners.json,2026-09-07
TX850/détecteurs,metal detector for beginners,Organic,organic,14,crawfordsmd.com,The Ultimate Guide to Metal Detecting for Beginners,,Voir page directe / rapport,https://crawfordsmd.com/blog/the-ultimate-guide-to-metal-detecting-for-beginners?srsltid=AfmBOoq3Hjx66JcAULvrorumMMtvFsp_Uz7LXB4Ch3epKyIZw88iRWWl,uk-20260907-deep-organic-metal-detector-beginners.json,2026-09-07
TX850/détecteurs,metal detector for beginners,Organic,organic,21,crawfordsmd.com,Beginner's Guide to Metal Detecting: Tips and Tricks,,Voir page directe / rapport,https://crawfordsmd.com/blog/beginners-guide-to-metal-detecting-tips-and-tricks?srsltid=AfmBOoqldBsOPR9iDqW-o0qDFA-G14vrXfwxA8E_fWK1ppSWGPQivVJU,uk-20260907-deep-organic-metal-detector-beginners.json,2026-09-07
TX850/détecteurs,metal detector for beginners,Organic,organic,22,uk-metal-detectors.co.uk,Best Metal Detector for Beginners UK (2026 Expert Picks),,Voir page directe / rapport,https://uk-metal-detectors.co.uk/best-metal-detectors-for-beginners-uk,uk-20260907-deep-organic-metal-detector-beginners.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Organic,organic,2,www.amazon.co.uk,Metal Detector for Adults Underground ...,,Voir page directe / rapport,https://www.amazon.co.uk/Detector-Underground-Powerful-Detectors-Waterproof-Tx-850/dp/B0CK7T2FYW,uk-20260907-deep-organic-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Organic,organic,4,www.ebay.co.uk,TX850 High-Performance Metal Detector – LCD Display & ...,,Voir page directe / rapport,https://www.ebay.co.uk/itm/197688933583,uk-20260907-deep-organic-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Organic,organic,5,gadgetshack.co.uk,Tianxun TX-850 Waterproof Metal Detector,,Voir page directe / rapport,https://gadgetshack.co.uk/product-page/tianxun-tx-850-waterproof-metal-detector/?srsltid=AfmBOooEo0MD3pGKnXnUoq_l-V5o_tGKc0TTkArBbsYd9LhhTx0-B7Z6,uk-20260907-deep-organic-tx850.json,2026-09-07
TX850/détecteurs,TX850 metal detector,Organic,organic,15,garegear.com,Tianxun TX-850 Professional Metal Detector – Up to 2.5M ...,,Voir page directe / rapport,https://garegear.com/product/tianxun-tx-850/?srsltid=AfmBOoq419cWlR7TUqQPFsotDhtcNr-IPCYDFv3AzZoL-p44XJYZU1ip,uk-20260907-deep-organic-tx850.json,2026-09-07
échecs,wooden chess set,Organic,organic,1,www.regencychess.co.uk,"Chess Sets - All sizes, styles & brands - Buy online",,Voir page directe / rapport,https://www.regencychess.co.uk/chess-sets-c-25.html,uk-20260907-deep-organic-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Organic,organic,3,chess.co.uk,Wooden Chess Sets - London Chess Centre,,Voir page directe / rapport,https://chess.co.uk/collections/wooden-chess-sets?srsltid=AfmBOoqDZD1FDer6gPcUyRjBM9IJiQyy6szmkw5A3xzO3B8ezDS2Qvgk,uk-20260907-deep-organic-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Organic,organic,4,www.jaqueslondon.co.uk,Wooden Chess Set,,Voir page directe / rapport,https://www.jaqueslondon.co.uk/collections/wooden-chess-set?srsltid=AfmBOooS2tow8XPshH-1wbIHZjJheqUb2U-rNhPRk6hIxLQk7kzGIO8n,uk-20260907-deep-organic-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Organic,organic,5,www.officialstaunton.com,Wooden Chess Sets,,Voir page directe / rapport,https://www.officialstaunton.com/collections/wooden-chess-sets,uk-20260907-deep-organic-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Organic,organic,18,www.jaqueslondon.co.uk,Wooden Chess Set | Folding Travel Chess,,Voir page directe / rapport,https://www.jaqueslondon.co.uk/products/premium-chess-set?srsltid=AfmBOoqk1KHXji0fW6RAp7ZvOqfZmf7oK8zGdvznp7Z_Xnh8apVJHdHX,uk-20260907-deep-organic-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Organic,organic,22,www.officialstaunton.com,Best Chess Sets in the UK - A Buyers Guide,,Voir page directe / rapport,https://www.officialstaunton.com/blogs/news/best-chess-sets-in-the-uk-a-buyers-guide,uk-20260907-deep-organic-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Organic,organic,25,www.regencychess.co.uk,Regency Chess Company - purveyors of quality chess sets ...,,Voir page directe / rapport,https://www.regencychess.co.uk/,uk-20260907-deep-organic-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Organic,organic,31,www.jaqueslondon.co.uk,Staunton Chess Set | Chess Board and Pieces,,Voir page directe / rapport,https://www.jaqueslondon.co.uk/products/chess-set-flat-board?srsltid=AfmBOopo7hHCOlF5dEExYeTrjxmvh0HV3LS7Fj308XwBrnPKKlyECCSa,uk-20260907-deep-organic-wooden-chess-set.json,2026-09-07
échecs,wooden chess set,Organic,organic,34,www.officialstaunton.com,Shop for Chess Sets at the Official Staunton UK Online Store,,Voir page directe / rapport,https://www.officialstaunton.com/,uk-20260907-deep-organic-wooden-chess-set.json,2026-09-07
