univers,mot_cle,volume_mensuel_UK,cpc_USD,decision,phase,groupe_regroupement,raison,source,pays,langue,reseaux_partenaires,mesure,date_verification,offre
corset,brown corset,2900,0.61,CONDITIONNEL,COEUR,brown,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,burgundy corset,1000,0.53,CONDITIONNEL,COEUR,burgundy,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset for big bust,320,0.74,CONDITIONNEL,COEUR,large-bust,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset for large bust,320,0.74,CONDITIONNEL,COEUR,large-bust,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corsets for women,880,0.93,CONDITIONNEL,COEUR,women,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,embroidered corset,140,0.48,CONDITIONNEL,COEUR,embroidered,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,gothic corset,480,0.94,CONDITIONNEL,COEUR,gothic,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,historical corset,320,0.15,CONDITIONNEL,COEUR,historical,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,lace corset,1900,0.55,CONDITIONNEL,COEUR,lace,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,lace up corset,880,0.57,CONDITIONNEL,COEUR,lace-up,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,leather corset,1600,0.7,CONDITIONNEL,COEUR,leather,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,pink corset,2400,0.59,CONDITIONNEL,COEUR,pink,archivé: couleur rose hors SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,pink satin corset,90,0.52,CONDITIONNEL,COEUR,pink-satin,archivé: couleur rose hors SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,plus size corset,880,1.09,CONDITIONNEL,COEUR,plus-size,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,red corset,3600,0.54,CONDITIONNEL,COEUR,red,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,renaissance corset,170,0.35,CONDITIONNEL,COEUR,historical,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,sexy corset,1000,0.87,CONDITIONNEL,COEUR,sexy,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,stays and corsets,390,0.53,CONDITIONNEL,COEUR,stays,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,stays corset,390,0.53,CONDITIONNEL,COEUR,stays,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,victorian corset,720,0.74,CONDITIONNEL,COEUR,victorian,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,vintage corset,480,1.37,CONDITIONNEL,COEUR,vintage,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,white corset,5400,0.59,CONDITIONNEL,COEUR,white,archivé: couleur/matière/coupe non prouvée par le SKU final,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,agent provocateur corset,1300,0.58,EXCLURE,COEUR,brand,brand,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,black corset top,9900,0.51,EXCLURE,COEUR,soft-top,soft top intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset belt,2400,0.48,EXCLURE,COEUR,accessory,accessory,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset bodysuit,1900,0.58,EXCLURE,COEUR,complete-garment,bodysuit/complete garment,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset bra,1300,0.61,EXCLURE,COEUR,lingerie,bra/underwear intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset costumes,140,0.33,EXCLURE,COEUR,costume,costume intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset for posture,70,0.38,EXCLURE,COEUR,medical,medical/support intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset lingerie,1300,0.91,EXCLURE,COEUR,lingerie,lingerie intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset playsuit,390,0.55,EXCLURE,COEUR,complete-garment,complete garment,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset set,260,0.45,EXCLURE,COEUR,complete-garment,set/complete outfit intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset stockings,320,1.65,EXCLURE,COEUR,accessory,bundle/accessory intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset top,33100,0.55,EXCLURE,COEUR,soft-top,soft top intent; not structured SKU proof,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset top women,2900,0.64,EXCLURE,COEUR,soft-top,soft top intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset two piece,110,0.37,EXCLURE,COEUR,complete-garment,complete outfit/set,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corset waist trainer,210,1.45,EXCLURE,COEUR,shapewear,shapewear/waist-training intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corsetdress,27100,0.63,EXCLURE,COEUR,complete-garment,complete dress/clothing intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corseting,33100,0.54,EXCLURE,COEUR,information,activity/information intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,corsetstory,1900,0.62,EXCLURE,COEUR,brand,brand,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,full body corset,140,0.61,EXCLURE,COEUR,complete-garment,full-body garment/costume intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,house of cb corset,1000,0.39,EXCLURE,COEUR,brand,brand,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,medical corset,140,0.43,EXCLURE,COEUR,medical,medical intent,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,vivienne westwood corset,1000,0.49,EXCLURE,COEUR,brand,brand,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
corset,zara corset,720,0.34,EXCLURE,COEUR,brand,brand/retailer,uk-20260907-cont4-corset-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,corsets-noirs
watch,10 slot watch box,70,1.01,CIBLABLE,COEUR,ten-slot,direct ten-slot capacity,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,10 watch box,90,1.66,CIBLABLE,COEUR,ten-slot,direct ten-slot capacity,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch box,8100,1.04,CIBLABLE,EXPLORATION,box-head,head; broad storage intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch storage box,1300,0.94,CIBLABLE,COEUR,storage-box,direct storage intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,wooden watch box,480,1.01,CIBLABLE,COEUR,wooden-box,direct wood modifier,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,wrist watch storage box,1300,0.94,CIBLABLE,COEUR,storage-box,close storage variant,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,auto watch winder,2400,1.01,CIBLABLE,COEUR,auto-winder,close automatic variant,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,automatic watch winder,2400,1.01,CIBLABLE,COEUR,auto-winder,automatic product intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,automatic wrist watch winder,2400,1.01,CIBLABLE,COEUR,auto-winder,close automatic variant,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,best double watch winder,20,3.07,CIBLABLE,COEUR,double-winder,commercial modifier; direct two-watch,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,best watch winder,260,2.15,CIBLABLE,EXPLORATION,winder-head,commercial modifier; broad winder intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,double automatic watch winder,20,0.62,CIBLABLE,COEUR,double-winder,automatic two-watch SKU intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,double watch winder,260,2.04,CIBLABLE,COEUR,double-winder,direct two-watch SKU intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,dual watch winder,90,2.27,CIBLABLE,COEUR,double-winder,direct two-watch synonym,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,electric watch winder,20,1.19,CIBLABLE,COEUR,winder-electric,power feature; compatible,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,recommended watch winder,260,2.15,CIBLABLE,EXPLORATION,winder-head,commercial modifier; broad winder intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,self winding watch winder,2400,1.01,CIBLABLE,COEUR,auto-winder,automatic product intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,twin watch winder,20,0.61,CIBLABLE,COEUR,double-winder,two-watch synonym,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,two watch winder,20,2.81,CIBLABLE,COEUR,double-winder,direct capacity wording,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch winder,6600,1.76,CIBLABLE,EXPLORATION,winder-head,head; automatic winder intent broad,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch winder 2 watches,90,1.57,CIBLABLE,COEUR,double-winder,direct capacity intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch winder dual,90,2.27,CIBLABLE,COEUR,double-winder,word-order synonym,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch winder for 2 watches,90,1.57,CIBLABLE,COEUR,double-winder,direct capacity wording,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch winder for two watches,20,2.81,CIBLABLE,COEUR,double-winder,direct capacity wording,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch winders for automatic watches,2400,1.01,CIBLABLE,COEUR,auto-winder,plural automatic variant,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,wrist watch winder,6600,1.76,CIBLABLE,EXPLORATION,winder-head,close wording variant,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,best watch boxes,170,1.2,CONDITIONNEL,COEUR,box-head,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,display case watches,1900,0.91,CONDITIONNEL,COEUR,display-case,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,empty watch box,50,0.34,CONDITIONNEL,COEUR,box-empty,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,large watch box,70,1.11,CONDITIONNEL,COEUR,box-large,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,luxury watch box,590,1.71,CONDITIONNEL,COEUR,box-luxury,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,mens watch storage box,170,0.96,CONDITIONNEL,COEUR,storage-box-men,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch and jewelry box,390,0.97,CONDITIONNEL,COEUR,jewellery-box,removed: jewellery mix not present on SKU,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch box for men,2400,1.0,CONDITIONNEL,COEUR,box-men,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch box for women,260,0.7,CONDITIONNEL,COEUR,box-women,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
