candidate_id,query,product_id,title,discovery_price,currency,rating_discovery,orders_discovery,canonical_url,raw,observed_at_utc,confidence
A1,articulated lock,4000366556147,"Verrou de boîte en bois 16x27mm, 1000 pièces, crochet de fermoir en laiton, accessoires de quincaillerie pour boîte à bijoux, serrures de boîte en bois",87.39,EUR,0.0,2,https://www.aliexpress.com/item/4000366556147.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005009873531492,Équipement dentaire Artex Noplast Artex Type NK pour une fixation facile du modèle mécanique sans plâtre - Accessoire articulateur,80.39,EUR,5.0,6,https://www.aliexpress.com/item/1005009873531492.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005012793229794,"Support de tablette sécurisé avec verrou – Support antivol pour comptoir pour tablettes de 15 pouces, entièrement en aluminium, base fixée par vis",80.39,EUR,,,https://www.aliexpress.com/item/1005012793229794.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005011811567393,"Serrure de porte de chambre minimaliste, serrure plate invisible intégrée sans poignée pour porte en bois massif, serrure magnétique silencieuse",74.99,EUR,,3,https://www.aliexpress.com/item/1005011811567393.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005001677838792,"Dooroom-Ensemble de serrures de porte moletées en laiton, tour de pouce, intérieur moderne, chambre à coucher, HOWood, levier de porte, DUNIPrivacy Passage Lock",76.99,EUR,5.0,2,https://www.aliexpress.com/item/1005001677838792.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005003363027896,"Pédale de verrouillage de sucette ultra-légère en alliage de titane, arbre en acier/arbre en titane, pédale de verrouillage de vélo tripelin pour vélo de route",58.99,EUR,0.0,13,https://www.aliexpress.com/item/1005003363027896.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005004909656182,"Bouton de Verrouillage Invisible pour la Sécurité, Poignée de Porte, Passage de Confidentialité, DUNIThumbturn, Ensemble de Verrouillage Rotatif pour Maison de Soins Infirmiers, HOHospital",66.06,EUR,5.0,3,https://www.aliexpress.com/item/1005004909656182.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,articulated lock,1005011864075569,"Pédale de vélo de route ROCKBROS en fibre de carbone légère, pédale auto-bloquante plus rapide en alliage d'aluminium SPD avec caleçons de blocage",59.39,EUR,5.0,12,https://www.aliexpress.com/item/1005011864075569.html,sourcing/A1-search-1.json,2026-09-03T14:38:04.328110+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005009110448306,"Armoire de rangement pliable, boîte de rangement pour la maison, salon, armoire à jouets, étagère de rangement, armoire à snacks, armoire de rangement de cuisine sans installation, organisateur d'armoire de rangement pliable.",21.79,EUR,4.5,465,https://www.aliexpress.com/item/1005009110448306.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005007162805357,"Éventail pliant à main, éventail pliant de Style rétro, cadeau d'anniversaire, pour spectacle de danse, accessoires de décoration",2.76,EUR,4.7,397,https://www.aliexpress.com/item/1005007162805357.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005003938534392,ETOOK vélo fer à cheval serrure antivol vélo en acier trempé tuyau serrure Portable haute sécurité route montagne Durable vélo serrure,38.99,EUR,4.7,224,https://www.aliexpress.com/item/1005003938534392.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005009860568528,"Couteau de poche pliant, clé de Moto pour Honda Chave Canivete Oca Para Moto Kawasaki Yamaha Suzuki lame non coupée rebondissant automatique",4.19,EUR,4.7,204,https://www.aliexpress.com/item/1005009860568528.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005010739823991,"Carte de vœux pliante avec fleurs séchées, bouquet de fleurs éternelles, carte de bénédiction professionnelle, bouquet ciel étoilé, Saint-Valentin pour enseignant",0.51,EUR,4.8,123,https://www.aliexpress.com/item/1005010739823991.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005010356135302,"Planche pliante pour chemises, t-shirts, dossier pour vêtements, aide pliante en plastique Durable, planches pliantes faciles et rapides pour adultes et enfants",14.59,EUR,4.4,121,https://www.aliexpress.com/item/1005010356135302.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005007710144752,Clavier pliant hébreu/russe/espagnol/Portuguese/coréen clavier Bluetooth Portable pour tablette iPad PC Android IOS Windows,16.69,EUR,4.8,117,https://www.aliexpress.com/item/1005007710144752.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005011773662038,"Support de bouteille et porte-gobelet pliable pour chaise longue de plage, accessoire de table d'appoint pour chaise pliante, plateau de rangement pour chaise de pêche, accessoires pour la maison",7.39,EUR,3.4,90,https://www.aliexpress.com/item/1005011773662038.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005006143608729,"Étui en nylon pour couteau pliant, étui durable pour outils EDC, étui pour pinces et multi-outils, cadeau pratique pour les amateurs de plein air, kit d'outils",4.49,EUR,4.5,105,https://www.aliexpress.com/item/1005006143608729.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005006806661054,"1 planche tactique de football à 3 volets, planche d'entraînement pliante de couleur, planche d'enseignement en cuir, tableau d'enseignement à stylo magnétique",12.99,EUR,4.8,98,https://www.aliexpress.com/item/1005006806661054.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005007539367962,Tapis de Yoga pliable écologique Tpe pliant voyage exercice de Fitness Double face antidérapant pour les Pilates et les entraînements au sol,22.99,EUR,4.6,92,https://www.aliexpress.com/item/1005007539367962.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005005505066022,"TEVERUN-Pièces pliantes pour chasseur, 11 +, pièces pliantes pour Supreme + 7260R, pièce pliante pour Supreme Ultra possède",18.59,EUR,4.6,72,https://www.aliexpress.com/item/1005005505066022.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005006740374565,MOUNTAINHIKER Camping en plein air bambou 2/3 Table pliante Portable stockage rapide bureau pliant Table à manger extérieure pique-nique Table de barbecue,112.99,EUR,4.5,70,https://www.aliexpress.com/item/1005006740374565.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005010041394970,"Établi pliable de support de pied d'araignée, cadre de scie de travail portable, table pliante, pieds de canapé d'établi télescopiques multifonctionnels",58.39,EUR,4.0,77,https://www.aliexpress.com/item/1005010041394970.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005012060064455,"Chaise pliante portable, banc, tabouret de pêche, tabouret de voyage, tabouret de camping, tabouret d'équitation, tabourets portables pour train, métro, file d'attente, outil d'extérieur",8.04,EUR,4.2,67,https://www.aliexpress.com/item/1005012060064455.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005012215636359,"Tapis de déhameçage portable et pliable pour la pêche, triple pliage avec coussin en mousse respirante, deux tailles, pour la pêche en extérieur, le camping",5.09,EUR,4.5,69,https://www.aliexpress.com/item/1005012215636359.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005006083480031,Pièces pliantes d'origine TEVERUN Fighter pour Supreme Ultra Supreme + 7260R Fighter 11 + pièces de Scooter électrique pliantes,18.59,EUR,4.8,61,https://www.aliexpress.com/item/1005006083480031.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005012296175859,"Panneau Molle pliable pour coffre de moto, organisateur modulaire tactique universel, panneau latéral de moto, extension de rangement",19.19,EUR,5.0,64,https://www.aliexpress.com/item/1005012296175859.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005009061929626,"Camion à main pliant, chariot utilitaire de Construction solide à 4 roues avec tige télescopique en aluminium, courses à roulettes pliables",40.19,EUR,4.8,61,https://www.aliexpress.com/item/1005009061929626.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK folding,1005009689177903,"Planche pliante à linge pour vêtements, t-shirts, dossier de robe, gain de temps, organisateur de rangement rapide pour vêtements, tissu domestique pour enfants et adultes",4.29,EUR,4.7,63,https://www.aliexpress.com/item/1005009689177903.html,sourcing/A1-search-10.json,2026-09-03T16:05:38.996165+00:00,"C — liste de découverte, pertinence non garantie"
A1,ETOOK,1005001580584977,"Etook-Serrure u-lock antivol pour vélo, moto, scooter, VTT, avec clé, accessoires",14.49,EUR,5.0,31,https://www.aliexpress.com/item/1005001580584977.html,sourcing/A1-search-2.json,2026-09-03T14:43:14.315160+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005012467410304,"Casier à fleurs fraîches intelligent personnalisé FL en gros avec double vitrage, porte à fermeture automatique, système de refroidissement et d'humidification",4229.39,EUR,,,https://www.aliexpress.com/item/1005012467410304.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005012645741328,"FOODLINE Chariot de Restauration Mobile Multifonctionnel avec Table Latérale Pliante, Rangement Sécurisé et Évier Intégré pour Stand de Concession Extérieur",7890.99,EUR,,,https://www.aliexpress.com/item/1005012645741328.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005012851124246,"Camper pour camion en fibre de verre et aluminium, design pliable, loquets à dégagement rapide, charnières durables pour 2 à 4 personnes, camping en plein air, personnalisable",5583.39,EUR,,,https://www.aliexpress.com/item/1005012851124246.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005010224912706,"Tente de Garage pliante rétractable Super robuste, Portable, verrouillable, cadre métallique, pour stationnement de voiture en plein air",4737.69,EUR,,,https://www.aliexpress.com/item/1005010224912706.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005010607333449,"Poignée de grange de cour, forgeage et serrure de Machine, clôture en maille, poignée ouverte à droite, porte en fer forgé à chaud",2599.05,EUR,,,https://www.aliexpress.com/item/1005010607333449.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005011952531564,"Capot de camion manuel étanche pour Ford Ranger, Toyota Hilux, Tacoma, Dodge Ram 1500 - Accessoires extérieurs verrouillables pour 4x4",1562.99,EUR,,,https://www.aliexpress.com/item/1005011952531564.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005010756475098,Portes de caravane de style européen sur mesure avec serrure à double point de verrouillage de sécurité et serrure à code,1175.69,EUR,,,https://www.aliexpress.com/item/1005010756475098.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005009710037331,Litepro cadre en alliage d'aluminium 16 pouces vélo pliable 5 vitesses Tri-fold S5 vélo pliant,1151.39,EUR,,6,https://www.aliexpress.com/item/1005009710037331.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005009334194287,"Tricycle électrique pliant avec panier amovible et batterie antivol avec serrure pour personnes âgées, Scooter de mobilité de voyage léger",1048.02,EUR,0.0,,https://www.aliexpress.com/item/1005009334194287.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005010487427365,TONGFA 2020 DLD camping-car RV voiture caravane camping-car serrure de porte de remorque offre spéciale porte de remorque en forme de larme professionnelle et de haute qualité,1046.69,EUR,,,https://www.aliexpress.com/item/1005010487427365.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005012428851333,"Serrure de porte électrique intelligente à fermeture automatique pour Volvo s60l, fermeture douce et super silencieuse pour véhicule automobile",951.69,EUR,,1,https://www.aliexpress.com/item/1005012428851333.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005010559202270,Kit de quincaillerie de porte cachée rotative à trois volets personnalisés pour porte de poche avec piste coulissante télescopique et insertion latérale dans le placard,952.69,EUR,,,https://www.aliexpress.com/item/1005010559202270.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005010559150543,"Quincaillerie de porte papillon pliable Invisible, avec piste télescopique à insertion latérale pour porte de poche cachée dans le système de placard de garde-robe",951.99,EUR,,,https://www.aliexpress.com/item/1005010559150543.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005009962726715,Volet roulant rétractable manuel LDV T60 T-60 Max avec fonction de verrouillage du couvercle à lèvre dure,914.39,EUR,5.0,10,https://www.aliexpress.com/item/1005009962726715.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005011886175918,Différentiel électrique E-Locker 4x4 tout-terrain ET132 pour Toyota Land Cruiser Hilux Hiace,785.39,EUR,,,https://www.aliexpress.com/item/1005011886175918.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005012789026230,"Kit de quincaillerie pour porte papillon escamotable semi-automatique à ouverture par poussée, pour porte coulissante dissimulée de placard",757.40,EUR,,,https://www.aliexpress.com/item/1005012789026230.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005012777711317,Perche télescopique en fibre de carbone avec mécanisme de verrouillage auto-positionsnant,667.99,EUR,,,https://www.aliexpress.com/item/1005012777711317.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005012903146784,"Boîte remontoir de montres intelligente avec écran tactile et serrure à empreinte digitale, coussin de montre réglable, boîte de remontage de montres domestique",650.39,EUR,,1,https://www.aliexpress.com/item/1005012903146784.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005008796192554,"Couvercle de lunettes pour interrupteur de miroir électrique pliant automatique, pour Audi A6 C8 A7 4K",622.69,EUR,,1,https://www.aliexpress.com/item/1005008796192554.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,Foldylock,1005011644387118,"Abri de voiture portable robuste et verrouillable, tente de garage extensible et pliable, housse de voiture pliable, tente pliable, garage auto extérieur",746.39,EUR,5.0,1,https://www.aliexpress.com/item/1005011644387118.html,sourcing/A1-search-3.json,2026-09-03T14:43:14.632831+00:00,"C — liste de découverte, pertinence non garantie"
A1,folding bicycle lock,1005009914409790,"Klaxon de vélo, vélo de montagne, batterie/charge USB, étanche, sonnette électronique pour vélo, équipement de conduite, accessoires pour trottinette pour enfants",3.29,EUR,4.6,"10,000+",https://www.aliexpress.com/item/1005009914409790.html,sourcing/A1-search-4.json,2026-09-03T14:45:15.197523+00:00,"C — liste de découverte, pertinence non garantie"
