terme,date,indice,source
goban,2026-04-01,,trends-q4-goban.json
goban,2026-05-01,,trends-q4-goban.json
goban,2026-06-01,,trends-q4-goban.json
goban,2026-07-01,,trends-q4-goban.json
goban,2026-08-01,56,trends-q4-goban.json
kalimba,2021-01-01,66,trends-q4-kalimba.json
kalimba,2021-02-01,53,trends-q4-kalimba.json
kalimba,2021-03-01,50,trends-q4-kalimba.json
kalimba,2021-04-01,54,trends-q4-kalimba.json
kalimba,2021-05-01,45,trends-q4-kalimba.json
kalimba,2021-06-01,43,trends-q4-kalimba.json
kalimba,2021-07-01,49,trends-q4-kalimba.json
kalimba,2021-08-01,42,trends-q4-kalimba.json
kalimba,2021-09-01,36,trends-q4-kalimba.json
kalimba,2021-10-01,45,trends-q4-kalimba.json
kalimba,2021-11-01,56,trends-q4-kalimba.json
kalimba,2021-12-01,100,trends-q4-kalimba.json
kalimba,2022-01-01,66,trends-q4-kalimba.json
kalimba,2022-02-01,52,trends-q4-kalimba.json
kalimba,2022-03-01,48,trends-q4-kalimba.json
kalimba,2022-04-01,44,trends-q4-kalimba.json
kalimba,2022-05-01,45,trends-q4-kalimba.json
kalimba,2022-06-01,51,trends-q4-kalimba.json
kalimba,2022-07-01,50,trends-q4-kalimba.json
kalimba,2022-08-01,48,trends-q4-kalimba.json
kalimba,2022-09-01,45,trends-q4-kalimba.json
kalimba,2022-10-01,43,trends-q4-kalimba.json
kalimba,2022-11-01,52,trends-q4-kalimba.json
kalimba,2022-12-01,90,trends-q4-kalimba.json
kalimba,2023-01-01,66,trends-q4-kalimba.json
kalimba,2023-02-01,47,trends-q4-kalimba.json
kalimba,2023-03-01,67,trends-q4-kalimba.json
kalimba,2023-04-01,57,trends-q4-kalimba.json
kalimba,2023-05-01,48,trends-q4-kalimba.json
kalimba,2023-06-01,45,trends-q4-kalimba.json
kalimba,2023-07-01,44,trends-q4-kalimba.json
kalimba,2023-08-01,49,trends-q4-kalimba.json
kalimba,2023-09-01,40,trends-q4-kalimba.json
kalimba,2023-10-01,47,trends-q4-kalimba.json
kalimba,2023-11-01,48,trends-q4-kalimba.json
kalimba,2023-12-01,79,trends-q4-kalimba.json
kalimba,2024-01-01,43,trends-q4-kalimba.json
kalimba,2024-02-01,36,trends-q4-kalimba.json
kalimba,2024-03-01,36,trends-q4-kalimba.json
kalimba,2024-04-01,41,trends-q4-kalimba.json
kalimba,2024-05-01,39,trends-q4-kalimba.json
kalimba,2024-06-01,35,trends-q4-kalimba.json
kalimba,2024-07-01,36,trends-q4-kalimba.json
kalimba,2024-08-01,34,trends-q4-kalimba.json
kalimba,2024-09-01,30,trends-q4-kalimba.json
kalimba,2024-10-01,35,trends-q4-kalimba.json
kalimba,2024-11-01,41,trends-q4-kalimba.json
kalimba,2024-12-01,52,trends-q4-kalimba.json
kalimba,2025-01-01,32,trends-q4-kalimba.json
kalimba,2025-02-01,27,trends-q4-kalimba.json
kalimba,2025-03-01,33,trends-q4-kalimba.json
kalimba,2025-04-01,31,trends-q4-kalimba.json
kalimba,2025-05-01,29,trends-q4-kalimba.json
kalimba,2025-06-01,31,trends-q4-kalimba.json
kalimba,2025-07-01,29,trends-q4-kalimba.json
kalimba,2025-08-01,29,trends-q4-kalimba.json
kalimba,2025-09-01,25,trends-q4-kalimba.json
kalimba,2025-10-01,29,trends-q4-kalimba.json
kalimba,2025-11-01,36,trends-q4-kalimba.json
kalimba,2025-12-01,47,trends-q4-kalimba.json
kalimba,2026-01-01,28,trends-q4-kalimba.json
kalimba,2026-02-01,27,trends-q4-kalimba.json
kalimba,2026-03-01,22,trends-q4-kalimba.json
kalimba,2026-04-01,25,trends-q4-kalimba.json
kalimba,2026-05-01,27,trends-q4-kalimba.json
kalimba,2026-06-01,22,trends-q4-kalimba.json
kalimba,2026-07-01,24,trends-q4-kalimba.json
kalimba,2026-08-01,28,trends-q4-kalimba.json
acheter mahjong,2021-01-01,,trends-q4-mahjong-achat.json
acheter mahjong,2021-02-01,,trends-q4-mahjong-achat.json
acheter mahjong,2021-03-01,,trends-q4-mahjong-achat.json
acheter mahjong,2021-04-01,,trends-q4-mahjong-achat.json
acheter mahjong,2021-05-01,,trends-q4-mahjong-achat.json
acheter mahjong,2021-06-01,,trends-q4-mahjong-achat.json
acheter mahjong,2021-07-01,,trends-q4-mahjong-achat.json
acheter mahjong,2021-08-01,,trends-q4-mahjong-achat.json
acheter mahjong,2021-09-01,,trends-q4-mahjong-achat.json
acheter mahjong,2021-10-01,,trends-q4-mahjong-achat.json
acheter mahjong,2021-11-01,95,trends-q4-mahjong-achat.json
acheter mahjong,2021-12-01,,trends-q4-mahjong-achat.json
acheter mahjong,2022-01-01,,trends-q4-mahjong-achat.json
acheter mahjong,2022-02-01,79,trends-q4-mahjong-achat.json
acheter mahjong,2022-03-01,,trends-q4-mahjong-achat.json
acheter mahjong,2022-04-01,,trends-q4-mahjong-achat.json
